Id,TARGET
0,17.54296875
1,5.62109375
2,3.6171875
3,4.8671875
4,3.01953125
5,24.65625
6,19.9765625
7,-4.5859375
8,-7.33984375
9,11.03515625
10,15.46484375
11,16.41015625
12,18.3984375
13,9.30859375
14,14.7734375
15,13.3359375
16,8.2421875
17,6.44140625
18,32.5078125
19,9.140625
20,26.98828125
21,32.3515625
22,20.5390625
23,-6.26953125
24,8.78515625
25,33.87890625
26,37.28515625
27,3.125
28,40.47265625
29,24.1875
30,12.9765625
31,23.40234375
32,19.4296875
33,0.953125
34,48.2421875
35,8.82421875
36,26.6484375
37,13.05859375
38,27.2265625
39,1.52734375
40,7.37109375
41,11.51953125
42,20.6015625
43,4.03125
44,12.16796875
45,9.63671875
46,35.51953125
47,0.72265625
48,53.72265625
49,10.3515625
50,21.171875
51,7.890625
52,45.17578125
53,4.4765625
54,19.84375
55,18.015625
56,-4.7734375
57,24.8984375
58,16.48046875
59,25.34375
60,18.7265625
61,19.453125
62,15.84375
63,17.89453125
64,7.1328125
65,42.19921875
66,18.52734375
67,38.7421875
68,40.29296875
69,14.91796875
70,23.96875
71,9.90625
72,0.17578125
73,19.60546875
74,31.11328125
75,24.5390625
76,30.4375
77,-5.94921875
78,16.9921875
79,19.64453125
80,20.05078125
81,68.18359375
82,25.51953125
83,30.9375
84,9.4375
85,60.5546875
86,4.1484375
87,23.4140625
88,16.91796875
89,6.078125
90,19.203125
91,16.609375
92,23.55078125
93,6.51171875
94,15.63671875
95,14.64453125
96,52.66015625
97,16.328125
98,10.12890625
99,50.6484375
100,12.38671875
101,6.421875
102,19.06640625
103,10.40234375
104,20.0234375
105,6.46484375
106,9.28515625
107,54.1328125
108,7.96875
109,8.9375
110,19.81640625
111,-2.57421875
112,15.29296875
113,13.26171875
114,15.08203125
115,30.5390625
116,20.828125
117,72.91015625
118,20.48828125
119,7.48046875
120,3.64453125
121,15.4296875
122,30.64453125
123,33.26953125
124,68.56640625
125,4.96484375
126,22.1484375
127,9.1953125
128,10.18359375
129,10.2890625
130,13.38671875
131,3.09375
132,18.28125
133,16.45703125
134,15.7890625
135,15.23828125
136,26.71875
137,12.3203125
138,77.13671875
139,33.3203125
140,18.52734375
141,6.05859375
142,15.8828125
143,18.30078125
144,11.48828125
145,46.96875
146,13.3984375
147,6.3515625
148,6.37109375
149,20.82421875
150,63.3984375
151,7.53515625
152,1.890625
153,15.98828125
154,7.25390625
155,9.12109375
156,11.22265625
157,18.91015625
158,10.4453125
159,9.51171875
160,31.1640625
161,22.5
162,1.76171875
163,4.06640625
164,6.89453125
165,22.86328125
166,33.03515625
167,29.015625
168,4.25390625
169,-3.40234375
170,3.97265625
171,44.94140625
172,8.66015625
173,1.828125
174,11.17578125
175,40.63671875
176,6.3203125
177,5.125
178,85.18359375
179,10.12890625
180,16.75390625
181,24.29296875
182,15.609375
183,19.74609375
184,14.55859375
185,7.96875
186,10.6328125
187,34.015625
188,37.09375
189,0.234375
190,66.69921875
191,3.515625
192,8.87890625
193,9.8125
194,32.23046875
195,22.65234375
196,31.1484375
197,21.609375
198,51.3984375
199,35.796875
200,18.140625
201,20.15625
202,16.42578125
203,11.33203125
204,16.57421875
205,13.546875
206,6.03125
207,19.515625
208,22.5625
209,11.0078125
210,7.06640625
211,3.6640625
212,11.96484375
213,16.0234375
214,2.50390625
215,33.78515625
216,9.29296875
217,22.3671875
218,4.91796875
219,9.51171875
220,23.0546875
221,26.02734375
222,42.55859375
223,13.4453125
224,22.46484375
225,17.6328125
226,7.66796875
227,26.6484375
228,9.1875
229,-6.39453125
230,9.69140625
231,21.4921875
232,5.32421875
233,14.9375
234,81.5390625
