Id,TARGET
0,16.427502
1,13.795763
2,23.98265
3,13.696949
4,13.9259
5,14.201964
6,20.56773
7,22.785995
8,26.92382
9,16.835655
10,18.177223
11,14.452451
12,44.41277
13,14.672376
14,13.742579
15,13.628537
16,14.319488
17,13.502259
18,13.917815
19,13.464858
20,13.903857
21,13.87904
22,14.075764
23,22.118092
24,16.826635
25,14.097621
26,13.50014
27,13.201499
28,14.343866
29,13.623632
30,13.927162
31,13.794767
32,13.636609
33,13.553187
34,14.105893
35,15.609463
36,13.953818
37,13.729879
38,13.605617
39,13.539054
40,14.105893
41,30.405607
42,29.801136
43,27.207088
44,14.000015
45,13.673394
46,13.675778
47,13.765064
48,13.748121
49,15.956305
50,13.887627
51,21.813675
52,18.282969
53,16.304415
54,13.5402565
55,31.331715
56,13.393789
57,13.412911
58,13.873541
59,13.8825035
60,21.993717
61,24.315104
62,16.825878
63,13.282513
64,13.75366
65,13.917653
66,19.976826
67,21.226961
68,13.742307
69,14.004529
70,15.615385
71,14.085514
72,13.8586235
73,14.093203
74,13.920745
75,33.7041
76,13.616409
77,27.886175
78,14.105893
79,28.685932
80,13.762751
81,13.305668
82,14.039462
83,17.764313
84,13.503667
85,13.959472
86,27.476673
87,17.61767
88,14.105893
89,13.458286
90,13.804267
91,16.650734
92,13.874759
93,14.016453
94,13.690245
95,15.351859
96,13.328413
97,13.92857
98,13.738071
99,13.521116
100,13.332808
101,22.258577
102,22.847046
103,12.989749
104,17.14304
105,13.922403
106,14.046637
107,13.745845
108,14.319928
109,13.70564
110,30.362473
111,14.100119
112,13.277181
113,13.121275
114,32.37618
115,16.90752
116,23.249731
117,13.337147
118,14.105893
119,31.064688
120,24.058737
121,13.993966
122,13.614397
123,13.541289
124,17.632238
125,14.70086
126,13.985959
127,26.858747
128,13.238447
129,14.307109
130,14.105893
131,14.105893
132,13.859962
133,13.595763
134,25.261984
135,21.891397
136,14.069986
137,13.377364
138,13.56577
139,16.085152
140,13.725627
141,13.978578
142,28.839918
143,28.752222
144,13.579686
145,13.569979
146,18.134518
147,13.969249
148,13.823942
149,13.698681
150,13.564385
151,14.001512
152,13.788618
153,16.280275
154,14.105893
155,13.246402
156,21.355066
157,18.728262
158,13.845048
159,13.774923
160,19.717278
161,19.541677
162,17.199615
163,14.105893
164,23.13568
165,17.558407
166,16.089106
167,22.07119
168,14.105893
169,13.568886
170,30.889406
171,20.813208
172,24.592903
173,14.105893
174,13.558729
175,14.356957
176,14.114692
177,13.963346
178,13.928353
179,13.865466
180,13.420335
181,14.105893
182,14.105893
183,35.350723
184,13.034696
185,27.435604
186,14.111765
187,27.394772
188,15.893923
189,14.105893
190,13.939742
191,13.804925
192,13.874682
193,13.246402
194,28.117558
195,13.599436
196,13.855125
197,14.105893
198,13.56082
199,17.246983
200,13.628535
201,14.013287
202,14.105893
203,45.226883
204,13.425404
205,14.105893
206,13.876884
207,14.105893
208,14.105893
209,13.892192
210,19.734514
211,13.6627245
212,14.554495
213,14.439351
214,14.105893
215,24.73184
216,20.27633
217,36.069443
218,13.592565
219,14.274475
220,13.912013
221,13.856196
222,22.801205
223,13.93171
224,18.283657
225,28.386322
226,13.670494
227,21.812881
228,14.595135
229,13.879606
230,15.489769
231,14.1223
232,15.309708
233,13.5647335
234,13.913418
235,27.934385
236,14.105893
237,45.789013
238,14.105893
239,20.29418
240,13.376218
241,21.657358
242,13.429551
243,21.76521
244,40.432407
245,14.092304
246,13.435361
247,14.105893
248,16.747536
249,14.90244
250,13.390984
251,13.824
252,13.489621
253,18.44375
254,13.660447
255,13.583686
256,14.105893
257,17.844206
258,13.903623
259,14.105893
260,21.105745
261,14.043226
262,18.284672
263,14.441892
264,13.813755
265,13.997668
266,27.174429
267,16.326145
268,14.059842
269,13.761939
270,13.375049
271,31.488575
272,22.459833
273,23.78535
274,18.492811
275,14.105893
276,13.399322
277,13.608351
278,24.312752
279,14.048454
280,22.417408
281,22.333565
282,14.105893
283,21.58562
284,30.465334
285,14.162063
286,23.104517
287,13.934126
288,13.889279
289,13.352213
290,13.981283
291,13.47132
292,13.470701
293,14.32858
294,13.96435
295,13.757014
296,13.210325
297,14.105893
298,13.95767
299,19.868912
300,13.456256
301,13.514725
302,14.105893
303,14.044207
304,13.576024
305,14.105893
306,13.668832
307,27.52636
308,13.246402
309,20.11382
310,13.090567
311,13.160472
312,24.883333
313,23.55873
314,13.740319
315,13.99938
316,14.105893
317,14.123602
318,13.802914
319,13.718356
320,14.962922
321,13.7400055
322,13.546417
323,13.843905
324,20.22409
325,13.32819
326,18.843906
327,19.91346
328,20.363882
329,17.675539
330,13.791611
331,20.04
332,18.778639
333,13.438532
334,13.483389
335,13.575758
336,13.408225
337,14.105893
338,13.604646
339,14.533103
340,19.650232
341,18.922407
342,13.26319
343,13.437617
344,18.187944
345,21.405996
346,26.00781
347,14.105893
348,13.879235
349,15.189185
350,13.6177635
351,13.8660755
352,14.105893
353,14.425319
354,28.791409
355,15.379342
356,13.954658
357,13.795903
358,13.592476
359,40.613464
360,15.146968
361,27.607586
362,13.522735
363,13.889571
364,19.223608
365,30.789267
366,51.197624
367,13.598474
368,13.89417
369,13.58477
370,15.828324
371,20.949106
372,19.589016
373,13.9747505
374,13.580282
375,13.926497
376,13.795867
377,16.481937
378,13.588766
379,13.957628
380,13.914849
381,13.961369
382,19.362535
383,13.833019
384,25.376049
385,13.271756
386,21.246122
387,24.004812
388,19.534845
389,13.430706
390,13.501773
391,13.319895
392,14.248978
