Id,TARGET
0,16.892319
1,8.309957
2,25.92103
3,7.1232615
4,8.875963
5,11.49843
6,18.02147
7,24.360674
8,26.42257
9,16.548021
10,2.939422
11,15.308882
12,32.575294
13,6.817402
14,10.447577
15,5.2127357
16,9.554286
17,4.8176055
18,8.527131
19,7.2117023
20,9.569643
21,9.199486
22,9.388494
23,22.432423
24,17.049614
25,10.45714
26,5.1942315
27,2.4048502
28,13.304528
29,5.841707
30,7.7450886
31,7.0119214
32,7.2554235
33,5.512862
34,11.891535
35,12.640189
36,6.5680833
37,7.7784514
38,5.5180817
39,7.81455
40,8.703188
41,38.51273
42,34.10523
43,36.798416
44,9.28609
45,7.7248664
46,5.3615212
47,5.8508663
48,7.931639
49,16.53983
50,7.0513825
51,20.21238
52,17.147432
53,12.82336
54,4.457394
55,27.857206
56,2.8076966
57,4.153876
58,4.418843
59,4.598561
60,20.858452
61,17.449594
62,12.926645
63,1.4345373
64,7.4506593
65,10.724398
66,18.607906
67,18.014263
68,6.3563185
69,9.2811165
70,18.805975
71,11.073758
72,8.128534
73,9.017953
74,8.224043
75,44.91324
76,5.1252055
77,31.286983
78,9.821772
79,25.310123
80,4.996142
81,5.874236
82,6.0953813
83,26.576195
84,5.15105
85,5.597301
86,32.975197
87,6.6178827
88,9.840927
89,6.43878
90,7.513179
91,18.602453
92,5.2668633
93,9.687522
94,7.466621
95,13.853268
96,6.7312717
97,14.894231
98,8.005582
99,7.7054663
100,7.3677435
101,25.882013
102,20.456215
103,6.1079245
104,12.8493595
105,8.976675
106,10.929337
107,8.906335
108,9.27057
109,7.852918
110,19.871244
111,8.850647
112,6.8084955
113,2.834822
114,38.810287
115,13.511448
116,21.65558
117,7.031568
118,10.600031
119,48.853825
120,18.82447
121,8.621089
122,8.132882
123,1.5987629
124,17.518059
125,7.3780346
126,11.416085
127,22.160213
128,5.8656254
129,12.187424
130,11.768057
131,11.044734
132,6.867219
133,7.9913363
134,17.837769
135,18.820923
136,15.406287
137,1.9191717
138,7.5016556
139,14.533324
140,8.948798
141,9.879792
142,40.88617
143,38.971443
144,10.738758
145,7.6766376
146,15.442873
147,9.289392
148,8.67656
149,6.383042
150,6.0324254
151,7.524554
152,5.544803
153,14.5161495
154,9.801142
155,7.055091
156,19.150484
157,22.86677
158,5.5732822
159,5.110767
160,19.12604
161,12.389958
162,16.656963
163,8.520046
164,29.843676
165,17.544882
166,17.88065
167,19.00748
168,10.832938
169,1.7791055
170,43.820824
171,21.045923
172,17.0955
173,10.452569
174,6.514491
175,16.0461
176,9.36168
177,9.872467
178,8.168701
179,8.611962
180,4.2433467
181,8.654481
182,9.009236
183,39.39277
184,6.45016
185,33.21375
186,11.363299
187,16.00442
188,17.46423
189,14.12486
190,8.483012
191,7.3368716
192,8.923422
193,7.055091
194,30.531782
195,4.5502496
196,7.9603243
197,12.088993
198,7.7921243
199,17.894361
200,5.060497
201,7.4084263
202,11.167036
203,42.832977
204,5.8690066
205,11.357749
206,6.1863217
207,11.150952
208,12.581757
209,8.280707
