Id,TARGET
0,15.791922
1,7.647331
2,30.096302
3,2.2065184
4,11.5771
5,12.818017
6,17.217741
7,21.89412
8,35.997025
9,14.266379
10,13.451413
11,13.466968
12,44.27147
13,10.684942
14,9.865805
15,2.774161
16,10.685938
17,6.510597
18,8.575166
19,7.0144897
20,9.326603
21,9.401089
22,10.138516
23,23.35661
24,18.835625
25,12.268971
26,5.256382
27,1.9920479
28,14.19488
29,4.336392
30,9.440704
31,6.4233055
32,7.227421
33,4.9824004
34,10.84301
35,18.573854
36,7.747601
37,8.840283
38,3.8039448
39,6.603752
40,10.587858
41,34.263645
42,35.862476
43,37.443974
44,11.495733
45,8.721561
46,4.5291166
47,6.7280474
48,8.76257
49,14.034213
50,7.6448183
51,22.999397
52,17.602816
53,16.08767
54,3.9122074
55,33.156925
56,3.8175356
57,3.2335143
58,5.334045
59,6.046786
60,19.642319
61,20.767984
62,15.880244
63,2.6664934
64,6.73562
65,10.894807
66,19.849232
67,17.161263
68,4.975847
69,12.795467
70,17.894817
71,11.504338
72,9.217738
73,9.997307
74,8.501953
75,36.42465
76,3.1477144
77,36.159496
78,9.173161
79,31.175919
80,3.8736289
81,5.541638
82,6.362515
83,27.533495
84,6.9754744
85,6.4023085
86,32.983852
87,12.310203
88,9.919097
89,5.7845488
90,8.221818
91,16.681726
92,5.2799325
93,9.79528
94,7.2357306
95,15.299433
96,5.498712
97,11.287363
98,6.432813
99,8.065414
100,6.140598
101,28.820953
102,23.269928
103,4.1276536
104,17.22868
105,9.412312
106,12.433735
107,8.978676
108,9.294647
109,6.783159
110,21.837458
111,13.894882
112,6.2068114
113,0.44019046
114,32.668324
115,16.282902
116,25.304792
117,4.6432447
118,11.618423
119,39.353653
120,22.583134
121,7.472016
122,7.5031376
123,3.71491
124,17.67302
125,11.281139
126,12.392109
127,30.026134
128,3.9762268
129,15.039273
130,13.497174
131,7.46941
132,11.305897
133,7.7392793
134,25.936567
135,21.94317
136,11.937646
137,3.327641
138,6.790722
139,16.506754
140,9.590645
141,12.11375
142,32.937233
143,38.88832
144,8.164151
145,8.00043
146,18.746628
147,9.218185
148,7.183602
149,5.652779
150,5.905175
151,8.930403
152,6.44987
153,13.621908
154,10.43519
155,5.770782
156,20.886505
157,21.238117
158,7.4914556
159,4.9307
160,22.515509
161,8.159867
162,19.400328
